City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
312,al kharijah,25.4514,30.5464,301.09,13,0,3.25,EG,1682533078
313,pimentel,-6.8367,-79.9342,303.31,62,20,5.66,PE,1682533078
314,baiyin,36.5583,104.2081,284.92,59,28,3.35,CN,1682533079
315,santa elena de uairen,4.6167,-61.1333,292.5,89,100,1.89,VE,1682533079
316,sinop,41.7711,34.8709,283.96,82,87,2.12,TR,1682533080
317,millom,54.2107,-3.272,284.29,59,42,0.46,GB,1682533080
318,newport,51.5877,-2.9984,285.38,77,100,1.98,GB,1682533081
319,abepura,-2.6333,140.5833,297.6,83,40,1.03,ID,1682533081
320,kalianget,-7.05,113.9333,300.55,81,36,3.31,ID,1682533081
321,zyryanskoye,56.8306,86.6258,275.22,75,80,1.57,RU,1682533082
322,sechura,-5.5569,-80.8222,302.83,56,32,3.78,PE,1682533082
323,camocim,-2.9022,-40.8411,300.88,85,40,4.93,BR,1682533083
324,kayangel,8.0823,134.7173,302.02,74,11,4.35,PW,1682533083
325,antofagasta,-23.65,-70.4,294.75,68,30,3.97,CL,1682533062
326,marsabit,2.3284,37.9899,292.4,81,82,1.82,KE,1682533084
327,port macquarie,-31.4333,152.9167,287.53,68,97,2.02,AU,1682532997
328,alakurtti,66.9672,30.3491,272.81,92,93,4.4,RU,1682533085
329,aasiaat,68.7098,-52.8699,272.43,96,99,3.42,GL,1682533085
330,bel ombre,-4.6167,55.4167,301.06,89,40,1.54,SC,1682533086
331,saint-philippe,-21.3585,55.7679,296.92,76,84,4.0,RE,1682533086
332,port-gentil,-0.7193,8.7815,301.13,78,20,3.09,GA,1682533086
333,bathsheba,13.2167,-59.5167,302.49,79,20,5.14,BB,1682533087
334,vanino,49.0869,140.2543,273.55,62,51,2.3,RU,1682533087
335,hovd,48.0056,91.6419,276.34,48,99,1.76,MN,1682533088
336,ciudad real,39.0,-4.0,303.18,12,40,2.24,ES,1682533088
337,buala,-8.145,159.5921,299.84,80,24,1.43,SB,1682533089
338,kailua-kona,19.6406,-155.9956,298.13,90,75,2.57,US,1682533089
339,long beach,33.767,-118.1892,298.88,75,0,4.12,US,1682532993
340,nar'yan-mar,67.6713,53.087,268.62,96,33,4.3,RU,1682533090
341,tamiahua,21.2667,-97.45,298.7,87,100,2.59,MX,1682533090
342,coquimbo,-29.9533,-71.3436,288.0,94,100,3.09,CL,1682533062
343,kolonia,50.9333,6.95,284.16,46,0,3.6,DE,1682533091
344,nadym,65.5333,72.5167,268.5,90,57,3.28,RU,1682533092
345,eureka,40.8021,-124.1637,293.82,77,96,2.24,US,1682532925
346,cooper's town,26.8667,-77.5167,298.18,68,3,2.75,BS,1682533093
347,tadine,-21.55,167.8833,297.14,82,100,3.44,NC,1682533093
348,gazojak,41.1875,61.4036,296.54,10,47,6.1,TM,1682533093
349,olbia,40.9214,9.4856,291.18,72,0,4.12,IT,1682533094
350,bay roberts,47.5999,-53.2648,278.23,74,15,4.92,CA,1682532996
351,sultanah,24.4926,39.5857,305.4,12,0,5.14,SA,1682533095
352,belgrade,44.804,20.4651,282.84,56,50,4.25,RS,1682533095
353,cananeia,-25.0147,-47.9267,296.56,81,100,2.34,BR,1682533096
354,victorica,-36.2151,-65.4359,299.24,32,71,0.72,AR,1682533096
